Plant_Code	Vendor_Code	Vendor_Name	Vendor_Address	Active_Status
1150	131289	RANE MADRAS LIMITED	KANCHIPURAM	TRUE
1200	131290	H KUSUMAKAR SHETTY	MYSURU	TRUE
1150	131341	PRINCE COMPUTER & STATIONERS	CHENNAI	TRUE
1150	131347	PRIYADHARSINI ENTERPRISES	TAMILNADU	TRUE
1150	131364	METMECH ANALYTICAL ENGINEERS	CHENNAI	TRUE
1300	131364	METMECH ANALYTICAL ENGINEERS	CHENNAI	TRUE
1300	131393	INNOVATIVE AUTOMATION	SATARA	TRUE
1250	131393	INNOVATIVE AUTOMATION	SATARA	TRUE
1200	131393	INNOVATIVE AUTOMATION	SATARA	TRUE
1150	131403	SAMS ADVANCED CLIMATIC TECHNOLOGIES	TELANGANA	TRUE
1150	131413	SRM TECHNOLOGIES PRIVATE	KANCHIPURAM	TRUE
1300	131418	PHOENIX AIR TOOLS	CHENNAI	TRUE
1210	131423	YUSHIRO INDIA COMPANY PVT.LTD.	KARNATAKA	TRUE
1200	131425	MGA INDUSTRIES	FARIDABAD	TRUE
1250	131425	MGA INDUSTRIES	FARIDABAD	TRUE
1210	131425	MGA INDUSTRIES	FARIDABAD	TRUE
1300	131425	MGA INDUSTRIES	FARIDABAD	TRUE
1150	131425	MGA INDUSTRIES	FARIDABAD	TRUE
1150	131426	SS SERVICES	PITHAMPUR, DHAR	TRUE
1300	131426	SS SERVICES	PITHAMPUR, DHAR	TRUE
1300	131429	GRT JEWELLERS (INDIA) PRIVATE	PONDICHERRY	TRUE
1200	131430	FLUIDTEC CONTROLS	CHENNAI	TRUE
1210	131430	FLUIDTEC CONTROLS	CHENNAI	TRUE
1300	131431	WRLTEN	CHENNAI	TRUE
1210	131442	TULIP ENGINEERS - BANGALORE	BANGALORE	TRUE
1300	131444	VENKATESWARA STEELS & SPRINGS	COIMBATORE	TRUE
1210	131444	VENKATESWARA STEELS & SPRINGS	COIMBATORE	TRUE
1200	131449	HYOSEONG ELECTRIC INDIA PVT.	SRIPERUMBUDUR TALUK,KANCHIPURAM	TRUE
1150	131449	HYOSEONG ELECTRIC INDIA PVT.	SRIPERUMBUDUR TALUK,KANCHIPURAM	TRUE
1150	131467	J.S.ENGINEERS	CHENNAI	TRUE
1300	131475	NEW INDIA LOGISTICS	PUDUCHERRY	TRUE
1300	131486	RANE MADRAS LTD, WORKER UNION	PUDUCHERRY	TRUE
1150	131487	TAMILNADU ELECTRICITY CONSUMERS	TAMILNADU	TRUE
1300	131488	AMACE SOLUTIONS PRIVATE LIMITED	BENGALURU	TRUE
